AppID,Genres,total_review_num,total_pos_num,total_neg_num
796840,Indie,7,6,1
585990,"Adventure,Free to Play,Indie",7,6,1
1601380,Adventure,6,5,1
1172190,Adventure,40,31,9
37970,Casual,10,9,1
1478650,"Adventure,Strategy",89,75,14
1129110,Adventure,0,0,0
1867280,"Action,Adventure,Casual,Simulation",30,29,1
1048710,"Action,Casual,Indie",15,11,4
1148290,"Action,Indie",3,3,0
823130,"Action,Free to Play,Indie",10689,9651,1038
1646880,"Casual,Indie,Racing",2,2,0
1402020,"Action,Adventure,Free to Play,Indie,Early Access",0,0,0
701420,"Adventure,Casual",19,18,1
666640,Strategy,4,2,2
558260,"Racing,Sports",267,199,68
683940,"Indie,Simulation",165,130,35
1268140,"Indie,Simulation,Strategy",3,3,0
495450,Design & Illustration,0,0,0
1844990,"Casual,Indie",2,1,1
905260,"Action,Adventure,Indie",0,0,0
251870,Adventure,957,851,106
1252410,"Action,Adventure,Indie",57,57,0
577690,"Action,Adventure,Indie",1163,1107,56
654910,Indie,42,37,5
1090650,"Adventure,Casual,Indie",0,0,0
1820330,"Action,Adventure,Indie",0,0,0
591390,"Action,Indie",1,1,0
1273110,"Action,Adventure,Casual,Indie",70,65,5
1312510,"Indie,Simulation",0,0,0
763410,"Action,Free to Play,Indie",0,0,0
927860,"Action,Adventure,Casual,Free to Play,Indie,Early Access",0,0,0
1589340,"Casual,Indie,Simulation",1,1,0
588930,"Action,Adventure,Indie",19,16,3
436400,"Action,Adventure,Racing,RPG,Simulation",25,21,4
1472550,Indie,3,0,3
1206050,"Action,Indie",8,8,0
2016540,"Indie,Strategy",11,11,0
1234030,Adventure,2,2,0
483960,"Adventure,Casual",148,90,58
1609800,"Action,Indie",1,1,0
1815580,Adventure,10,10,0
548560,"Indie,RPG,Simulation,Strategy,Early Access",57,37,20
1691010,"Action,Adventure,Casual,Indie",4,0,4
1264500,"Action,Adventure,Casual,Free to Play,Indie,RPG,Simulation,Sports,Strategy",0,0,0
1572050,"Casual,Indie,Racing,Simulation",0,0,0
1438760,"Casual,Indie",0,0,0
932120,"Adventure,Casual,Indie",5,4,1
878610,"Adventure,Casual,Indie,Strategy,Early Access",0,0,0
1855380,"Action,Adventure,Indie,RPG,Early Access",1,1,0
19320,"Action,Indie,Casual",3,2,1
1564630,"Action,Casual,Indie,Strategy",10,6,4
63000,"Action,Casual,Indie,Strategy",379,324,55
865250,"Casual,Indie,Simulation,Early Access",85,60,25
831260,"Casual,Indie",3,3,0
1362300,RPG,3,3,0
583490,"Casual,Indie",25,16,9
1080990,"Adventure,Indie,RPG",1,1,0
765370,"Adventure,Indie,Strategy",3,0,3
568780,"Indie,Simulation,Strategy",14,8,6
1049660,"Action,Adventure,Free to Play,Indie,Massively Multiplayer,RPG",0,0,0
416760,"Adventure,Casual,Indie,RPG,Simulation",32,19,13
257930,"Indie,Simulation,Strategy,Early Access",186,11,175
1091270,"Adventure,Casual,Indie",9,6,3
373290,"Action,Indie,RPG",51,25,26
911630,"Adventure,Casual,Indie",0,0,0
1410200,"Action,Indie,Racing",8,8,0
1862030,"Action,Free to Play,Indie,Simulation",0,0,0
1082990,"Casual,Indie",0,0,0
1218320,"Action,Adventure,Indie,RPG",0,0,0
1607670,"Action,Adventure,Indie",74,73,1
1571230,"Casual,Indie",1,1,0
542850,"Action,Indie",0,0,0
998470,"Casual,Indie,Simulation",20,14,6
1438680,"Action,Casual,Indie",0,0,0
1700940,"Casual,Indie",21,14,7
1705930,"Adventure,Indie",67,65,2
1663410,"Action,Adventure,Indie",15,14,1
1334830,"Action,Adventure,Indie",5,4,1
1507950,"Adventure,Indie",3,3,0
511350,"Sexual Content,Casual,Indie,Simulation",130,125,5
1560390,Casual,1,0,1
660730,"Indie,Massively Multiplayer,Simulation,Strategy,Early Access",9,5,4
1556960,"Action,Adventure,Indie",1,1,0
1502970,RPG,104,96,8
1098080,"Action,Adventure,Indie",94,77,17
622880,"Violent,Adventure,Indie",11,6,5
721950,Action,11,4,7
788200,"Action,Indie",2,0,2
1036620,"Action,Adventure,Casual,Indie",0,0,0
2062660,"Indie,Racing,Simulation,Early Access",1,1,0
292660,Adventure,80,61,19
1872730,Casual,0,0,0
488824,Action,2,1,1
827290,"Adventure,Indie",249,244,5
1269310,"Design & Illustration,Utilities,Game Development,Early Access",41,39,2
1836890,"Action,Casual",0,0,0
1567770,"Indie,RPG",1,1,0
626660,"Adventure,Indie",85,73,12
829610,Indie,2,1,1
893850,"Adventure,Indie,RPG",2306,2132,174
516750,"Indie,Racing,Simulation,Early Access",17265,15961,1304
1320500,"Adventure,Casual,Indie,Simulation",0,0,0
1641840,"Casual,Indie",0,0,0
1399660,Casual,32,32,0
629910,"Action,Adventure,Casual,Indie,RPG,Simulation,Strategy,Early Access",1044,572,472
1329170,"Action,Adventure,Casual,Indie,Massively Multiplayer,RPG,Strategy",0,0,0
1338250,"Action,Free to Play",0,0,0
282100,"Action,Adventure,Casual,Indie,RPG",64,58,6
1884890,Casual,9,9,0
1077250,"Indie,Simulation,Strategy",5,4,1
361600,"Action,Adventure,Indie",12,10,2
1714430,"Casual,Simulation,Strategy",0,0,0
1938990,"Action,Casual,Free to Play,Indie",0,0,0
1098292,Action,2816,2120,696
1816560,"Casual,Early Access",3,3,0
624900,"Action,Casual",1,1,0
1159870,"Action,Casual,Indie",1,1,0
1107580,Adventure,1,1,0
1198390,"Adventure,Casual,Indie",7,4,3
238460,"Action,Adventure,Casual,Indie",20748,20152,596
1202150,Casual,27,18,9
625800,"Violent,Gore,Action,Adventure,Strategy,Early Access",1,1,0
928160,"Indie,Strategy",5,4,1
1366390,"Action,Early Access",4,4,0
277910,"Adventure,Indie,RPG,Simulation",89,59,30
618710,RPG,26,24,2
1179190,"Adventure,Indie,RPG,Simulation,Strategy",1,1,0
1857150,"Adventure,Casual",1,1,0
1770190,"Action,Indie",0,0,0
954780,"Action,Indie",1,0,1
1348040,"Action,Indie",0,0,0
976780,"Adventure,Indie",104,84,20
262370,"Action,Adventure,Indie,RPG,Early Access",14,7,7
1362990,"Adventure,Casual,Indie,Simulation",4,1,3
328070,"Action,Indie",1099,939,160
822710,"Action,Free to Play,Indie,Massively Multiplayer,RPG,Strategy,Early Access",0,0,0
329980,"Adventure,Indie",27,16,11
1275450,"Action,Indie",7,2,5
938980,Indie,17,14,3
1195410,"Indie,RPG,Strategy",22,20,2
1195350,"Adventure,Casual,Indie",5,4,1
1454930,"Casual,Indie",0,0,0
1800600,"Action,Casual",1,0,1
1815660,"Action,Casual,RPG,Early Access",1,0,1
1540830,"Free to Play,Indie",0,0,0
227020,"Simulation,Strategy",142,85,57
1112110,"Adventure,Casual",4,3,1
1309430,RPG,3,2,1
949690,"Free to Play,Massively Multiplayer,RPG",0,0,0
758400,"Action,Adventure,Casual,Indie,Simulation",2,1,1
1036960,"Adventure,Free to Play,RPG",0,0,0
864790,Utilities,10,6,4
445000,"Action,Casual,Indie",5,4,1
1863720,"Adventure,Indie",0,0,0
2061980,"Action,Casual,Free to Play,Indie,Massively Multiplayer,Racing,Simulation,Strategy",0,0,0
1427130,"Action,Adventure,Indie,RPG",1,0,1
227380,"Action,Adventure,Casual",350,267,83
1352070,"Casual,Indie,Racing",0,0,0
1647010,"Adventure,RPG,Simulation,Strategy,Early Access",3,3,0
384750,Simulation,213,101,112
1212440,"Action,Adventure,Indie,RPG",5,5,0
270270,"Action,Indie,RPG",267,156,111
478020,Casual,2,2,0
887900,"Action,Casual,Indie",28,24,4
444580,Adventure,77,27,50
1002360,"Casual,Indie",0,0,0
1448090,"Casual,Indie",0,0,0
496120,"Adventure,Casual,Indie",36,34,2
783060,"Adventure,Casual,Indie",4,1,3
528510,"Casual,Indie",57,42,15
990260,"Indie,Simulation,Strategy",42,25,17
287840,"Action,Adventure,Indie",181,150,31
335430,"Action,Free to Play,Indie",56,46,10
1122440,"Adventure,Casual,Indie",1,1,0
792300,"Action,Adventure,Indie",1331,1059,272
247350,"Action,Indie,Simulation",272,239,33
1666310,Indie,19,17,2
766460,Simulation,2,0,2
1035850,"Action,Adventure,Casual,Indie,Racing",22,22,0
837550,"Action,Adventure,Casual,Indie",2,1,1
964340,Casual,5,4,1
1199370,"Action,Adventure,Indie",33,15,18
1731720,"Adventure,Casual",135,98,37
1779220,Casual,7,6,1
974750,"Action,Casual,Indie,RPG",0,0,0
1225850,"Indie,RPG",0,0,0
1574850,"Casual,Indie,Early Access",6,4,2
1145520,"Action,Casual,Indie",2,2,0
893350,"Action,Adventure,Indie",0,0,0
408760,"Simulation,Sports",82,43,39
1480600,"Action,Casual,Indie,Simulation",4,4,0
409020,Education,0,0,0
1390680,"Free to Play,Audio Production",2,2,0
1788880,"Casual,Simulation,Strategy",2,2,0
251850,"Action,Adventure,Indie",311,239,72
1263490,Casual,6,3,3
3920,RPG,3350,3176,174
1008060,"Casual,Indie",3,3,0
927970,"Action,Casual,Free to Play,Indie",0,0,0
366270,Action,38,31,7
389230,"Casual,Indie,Sports,Strategy",4,1,3
1351370,Simulation,22,20,2
495280,RPG,770,711,59
1253650,Strategy,6,6,0
907000,"Adventure,Casual,Free to Play,Indie",0,0,0
1712430,"Casual,Strategy",0,0,0
696470,"Indie,Simulation",3,1,2
880990,"Sexual Content,Nudity,Violent,Action,Adventure,Indie",7,2,5
1135740,"Casual,Indie,Simulation,Strategy",32,26,6
764410,Indie,1,0,1
1383770,"Action,Casual,Free to Play,Indie,Racing",0,0,0
1180370,"Indie,RPG",2,2,0
1192260,"Adventure,Casual",5,5,0
843630,"Casual,Indie",0,0,0
603350,"Action,Casual,Indie",73,56,17
670180,"RPG,Strategy",19,15,4
459370,"Action,Adventure,Casual,Indie",31,27,4
324090,"Casual,Simulation,Sports,Strategy",18,6,12
1116520,"Adventure,Casual,Indie",26,7,19
1072030,"Action,Adventure,Casual,Indie,RPG",2,2,0
1152800,"Action,Indie,Racing,Simulation",1,0,1
682510,"Adventure,Casual,Indie,RPG,Simulation,Strategy",7,3,4
604490,"Adventure,Casual,Indie,Early Access",566,426,140
1912710,"Action,Adventure,Casual,Indie,Simulation,Strategy",9,9,0
719520,"Action,Indie",42,35,7
943290,"Free to Play,Indie",0,0,0
755540,"Utilities,Video Production,Web Publishing",0,0,0
1000030,"Action,Indie,Simulation,Strategy",1033,991,42
655280,"Action,Indie",3,3,0
1721530,"Adventure,Indie",107,98,9
676620,Indie,6,6,0
1365500,Simulation,0,0,0
1697400,"Casual,Free to Play,Indie",1,1,0
706320,"Action,Casual,Indie,Simulation,Strategy",19,9,10
429350,"Action,Indie",9,8,1
416130,"Action,Adventure,Indie,Simulation",16,10,6
775490,"Action,Casual",15,15,0
2022510,Action,0,0,0
626510,"Adventure,Casual,Simulation",76,64,12
1386110,"Action,Free to Play,Indie",1,1,0
262000,Adventure,469,418,51
1681620,"Action,Indie,Strategy",0,0,0
897210,"Casual,Simulation,Strategy",0,0,0
1489160,"Action,Adventure,Indie,Simulation,Strategy",0,0,0
892630,"Casual,Free to Play,Indie,RPG",2,1,1
496080,Indie,3,2,1
848120,"Adventure,Indie,RPG,Early Access",0,0,0
663540,Indie,5,5,0
408110,"Action,Adventure,Indie,Strategy",41,34,7
289760,"Action,Casual,Indie,Sports,Strategy",241,206,35
1857160,"Adventure,Casual",1,1,0
1500260,"Action,Adventure,Casual,Indie,Strategy",0,0,0
1879220,"Adventure,Casual",10,0,10
977450,"Casual,Free to Play,Indie",0,0,0
474810,"Action,Adventure,Casual,Indie",6,3,3
796490,"Casual,Indie,Strategy",4,4,0
804690,Strategy,0,0,0
1255990,"Casual,Indie,Simulation",40,27,13
1876120,Simulation,0,0,0
1682890,"Casual,Indie",0,0,0
46290,Strategy,94,52,42
23380,RPG,122,77,45
1693050,RPG,0,0,0
1729420,"Action,Casual,Massively Multiplayer",4,2,2
1042980,"Casual,Strategy",31,27,4
1266050,Casual,1,1,0
1017370,"Action,Casual,Indie",0,0,0
1095880,"Adventure,Casual,Indie",1,1,0
1711840,"Casual,Indie,Strategy",20,16,4
667050,"Violent,Gore,Action,Adventure,Casual,Indie,Massively Multiplayer,RPG,Early Access",7,3,4
1015800,"Indie,RPG",21,13,8
2005150,"Casual,Indie",0,0,0
985690,Simulation,1,1,0
1820810,"Action,Casual,Indie",2,2,0
1026810,"Adventure,Indie",1,0,1
1027120,"Indie,RPG,Strategy,Early Access",112,107,5
930110,"Casual,Indie",1,0,1
926120,"Adventure,Casual",6,6,0
466980,"Action,Casual,Indie,Racing",90,68,22
1671090,"Adventure,Casual,Indie,Racing,Sports",3,2,1
1715660,"Casual,Indie,Simulation",0,0,0
434790,"Action,Indie,Strategy",5,1,4
2018350,Casual,3,3,0
436160,"Adventure,Casual,Free to Play",4,2,2
1150640,Simulation,1576,1308,268
105450,"Simulation,Strategy",11174,10130,1044
572580,"Adventure,Casual,Strategy",16,13,3
1471080,"Action,Adventure,Free to Play,Indie",0,0,0
345020,"Action,Adventure,RPG,Early Access",36,28,8
1546280,"Action,Adventure,Free to Play,Indie,Massively Multiplayer,RPG",0,0,0
827530,"Casual,Indie",5,2,3
757030,"Adventure,Casual",23,23,0
211070,"Action,Casual,Strategy",196,129,67
1151530,"Casual,Indie,RPG",32,29,3
418370,"Action,Adventure",15805,14858,947
637090,"Action,Adventure,Strategy",14146,11915,2231
1881270,"Casual,Free to Play,Indie",0,0,0
1553690,"Indie,Strategy",6,1,5
947290,"Action,Adventure,Indie",9,6,3
425600,"Adventure,Indie",74,63,11
467470,"Action,Casual,Indie",13,13,0
872970,"Adventure,Free to Play,Indie",0,0,0
665780,Indie,1,1,0
713390,"Adventure,Casual,Indie",1,0,1
1570000,"Action,Free to Play,Simulation",0,0,0
32000,"Indie,Casual",14,0,14
1849890,"Casual,Indie",22,20,2
382380,"Adventure,Casual,Indie,RPG",125,103,22
930230,"Indie,RPG,Simulation,Strategy,Early Access",62,46,16
1506480,"Casual,Indie",3,1,2
700360,"Action,Casual,Strategy",8,5,3
489220,"Adventure,Indie,RPG",16,8,8
714130,"Adventure,Indie",1,1,0
1728830,"Indie,Simulation",38,38,0
1793190,"Casual,Free to Play,Strategy",0,0,0
1056600,"Action,Indie,Strategy,Early Access",2270,1298,972
844850,"Action,Adventure,Casual,Indie,RPG",197,122,75
1448530,"Free to Play,Sports",0,0,0
1632310,"Adventure,Indie,RPG",0,0,0
814320,"Casual,Indie,Simulation",1,1,0
730030,Casual,16,12,4
1395080,"Action,Adventure,Indie",10,8,2
1732340,RPG,9,6,3
1352590,RPG,1,1,0
644710,Simulation,70,60,10
1762910,Casual,0,0,0
2007280,"Action,Adventure,Indie",2,0,2
718750,"Casual,Free to Play,Indie,Strategy",0,0,0
886200,"Action,Indie",52,52,0
1997880,"Adventure,Indie,Racing,Simulation",8,6,2
1161220,"Action,Adventure,Indie,Early Access",0,0,0
1787730,"Action,Free to Play,RPG",0,0,0
1527060,"Action,Adventure,Casual,Indie,RPG,Simulation,Early Access",61,60,1
1105530,"Free to Play,Indie,Massively Multiplayer,Strategy",0,0,0
1513710,Action,2,2,0
1158940,"Action,Adventure,Casual,Indie,Early Access",718,628,90
903160,"Action,Adventure,Indie,Simulation",1,1,0
2062480,Action,0,0,0
1146890,"Action,Adventure,Indie",2,2,0
744060,Action,499,356,143
1818790,"Casual,Indie",0,0,0
327380,"Adventure,Simulation",53,29,24
429160,"Action,Indie",2,0,2
1825060,"Casual,Indie",0,0,0
300380,"Action,Adventure,Indie,Racing,Simulation",4450,3748,702
208110,"Adventure,Casual",126,72,54
1564340,Adventure,39,37,2
1711480,"Casual,Indie,Simulation",5,5,0
867590,"Action,Adventure,Casual,Indie,RPG",3,2,1
431680,Strategy,9,4,5
1123080,"Adventure,Indie,RPG",1,1,0
852390,"Action,Indie",9,9,0
496940,"Adventure,Indie,RPG",2,2,0
1413590,Indie,1,1,0
433280,Strategy,365,285,80
1572180,"Action,Adventure,Casual,Free to Play,Simulation,Sports",0,0,0
379870,"Free to Play,Indie,Strategy",4,4,0
1777110,"Action,Adventure,Casual,Indie,Racing,Sports",2,1,1
320840,"Action,Simulation",208,164,44
1166710,"Adventure,Casual,Indie",0,0,0
1684910,Indie,2,0,2
1714040,"Free to Play,Strategy",0,0,0
1454160,Simulation,57,46,11
461040,"Action,Casual,Indie",20,17,3
952860,"Adventure,RPG,Strategy",290,244,46
962170,"Adventure,Indie,RPG",1,1,0
1217160,Indie,0,0,0
885290,"Action,Casual,Indie,Racing",5,3,2
733560,Indie,0,0,0
1090300,Casual,0,0,0
1021650,"Adventure,Indie",0,0,0
1610790,"Indie,Strategy",10,10,0
1048350,"Action,Adventure,Indie,RPG,Early Access",74,59,15
1449660,"Casual,Indie",0,0,0
245280,"Action,Adventure",2285,1906,379
808450,"Violent,Gore,Action,Casual,Indie",5,4,1
506960,"Action,Casual,Indie,Simulation,Sports,Early Access",6,2,4
1539600,Racing,0,0,0
320240,"Action,Adventure,Indie",5731,4257,1474
1086680,"Casual,Indie,Simulation",1,0,1
1521410,"Action,Casual,Indie",1,0,1
1129220,"Action,Adventure,Indie,RPG,Simulation",584,525,59
1877460,"Action,Adventure,Indie",1,0,1
844820,"Adventure,Casual,Simulation",2,1,1
1742850,"Casual,Free to Play,Indie,Simulation,Strategy",0,0,0
1808140,"Action,Casual",0,0,0
1318000,"Action,Adventure,Indie,RPG",2,2,0
674930,"Indie,RPG,Simulation",965,877,88
345330,"Action,Adventure,Indie,Strategy",124,94,30
1157670,"Casual,Indie",5,5,0
1018020,Action,230,180,50
759540,"Action,Indie,Early Access",72,58,14
1648100,"Adventure,Casual,Indie,Strategy",24,22,2
696060,"Action,Indie",13,12,1
446390,Action,293,216,77
860770,"Casual,Indie",8,4,4
1151460,"Free to Play,Indie",0,0,0
586710,"Adventure,Casual",6,3,3
846770,"Action,Adventure,Indie,RPG,Simulation",3267,3006,261
585180,"Adventure,Indie,RPG",248,245,3
1932480,Casual,0,0,0
1667160,"Action,Casual,Indie,Early Access",0,0,0
890690,"Action,Adventure,RPG,Strategy",0,0,0
1573390,"Action,Adventure,Indie",13,12,1
457420,"Action,Free to Play,Indie,Simulation",1,1,0
234190,"Action,Indie,Simulation",2057,1797,260
1268730,"Casual,Strategy",0,0,0
367800,"Action,Casual,Indie",3,1,2
971880,"Adventure,Casual,Indie",7,5,2
616750,"Indie,Strategy",17,11,6
1129310,"Action,Indie,Simulation",1758,1607,151
441550,Strategy,589,517,72
1599130,"Action,Adventure,Free to Play,Sports",0,0,0
621780,"Action,Adventure,Casual,Indie,Racing,Simulation",13,5,8
855670,"Adventure,Casual,Indie,Strategy",0,0,0
430930,"Violent,Gore,Indie,Strategy",16,10,6
615780,Adventure,109,86,23
1188630,"Action,Adventure,Casual,Free to Play,Indie",0,0,0
1631830,"Action,Casual,Indie",5,5,0
1274310,Indie,0,0,0
1812130,"Casual,Indie",3,2,1
1398990,"Action,Casual,Indie,Racing",0,0,0
504750,Strategy,7,5,2
372360,RPG,2244,1907,337
1257590,"Action,Indie",0,0,0
467220,"Action,Adventure,Casual,Indie",7,4,3
344800,"Simulation,Sports",65,56,9
61100,"Indie,Casual",77,60,17
879450,"Adventure,Indie",0,0,0
1809160,"Action,Adventure,Casual,Free to Play,Indie,RPG,Early Access",0,0,0
1124260,"Indie,Simulation,Strategy,Early Access",283,182,101
821670,"Casual,Free to Play,Simulation",0,0,0
837900,"Casual,Indie,Simulation",11,5,6
1769160,Casual,0,0,0
473510,"Action,Adventure,Casual,Indie",20,17,3
1809860,"Action,Indie",0,0,0
1535320,"Adventure,Casual,Indie,Strategy",0,0,0
1062480,"Action,Adventure,Indie,RPG,Early Access",4,3,1
1502990,RPG,25,24,1
722080,"Action,Casual,Indie",0,0,0
932310,"Casual,Indie",9,3,6
870940,"Casual,Indie,Early Access",1,0,1
1559570,"Adventure,Casual,Indie,Strategy",16,13,3
1867930,Sports,6,6,0
878640,"Action,Casual,Indie,Strategy",8,6,2
1814150,"Action,Indie,Racing,Sports",3,3,0
1353050,"Casual,RPG",3,2,1
1622640,"Action,Adventure,Indie,RPG,Early Access",1,0,1
261110,Action,1548,1180,368
1216880,"Indie,Strategy",138,108,30
1051060,"Action,Casual,Indie",0,0,0
1152920,"Indie,Simulation",1,1,0
1111760,"Free to Play,Simulation",0,0,0
931840,"Action,Indie",1,1,0
578930,"Action,Indie",124,119,5
292910,Adventure,1156,946,210
397860,"Action,Indie",5,4,1
1241020,"Casual,Strategy",32,19,13
1146280,"Adventure,Indie",0,0,0
1668580,"Free to Play,Massively Multiplayer,Strategy",0,0,0
696560,"Action,Casual,Indie,Simulation",55,46,9
331480,"Adventure,Casual,Indie",671,602,69
1917410,"Adventure,Casual,Indie",6,6,0
264280,"Action,Indie",173,81,92
1601080,"Adventure,RPG,Strategy",4,3,1
1510600,"Action,Indie,RPG",1,0,1
370040,"Indie,RPG,Strategy",14,13,1
1015150,RPG,2,1,1
1106530,"Action,Indie,Strategy",1558,1360,198
1003010,"Action,Adventure,Casual,Free to Play,Indie,RPG,Simulation,Strategy",0,0,0
385840,"Adventure,Indie",12,11,1
559960,"Action,Adventure,Indie,Racing",63,52,11
281750,"Adventure,Casual,Indie",197,158,39
979810,"Action,Adventure,Casual,Indie,RPG",13,5,8
1043690,"Adventure,Indie",21,21,0
1303000,"Action,Casual,Indie",2,1,1
260430,"Casual,Free to Play,Massively Multiplayer,Simulation",94,57,37
757490,"Casual,Free to Play,Indie",0,0,0
1237570,"Action,Casual",13,10,3
1478420,"Action,Adventure,Indie",3,3,0
953230,"Adventure,Indie",97,88,9
1384870,"Action,Casual,Free to Play,Indie",0,0,0
749840,"Adventure,Casual,Indie",78,61,17
457890,"Action,Adventure,Indie",63,57,6
1417130,Indie,0,0,0
621140,"Adventure,Casual,Simulation",3,3,0
940680,"Action,Indie",436,364,72
1637490,"Action,Adventure,Indie",17,14,3
809570,"Sexual Content,Violent,Adventure,Casual",1,1,0
1397360,"Action,Indie,Early Access",0,0,0
955610,Utilities,3,3,0
605790,"Adventure,Casual",4,4,0
37600,"Adventure,Casual,Indie",455,417,38
512740,"Casual,Indie",25,20,5
1611760,"Casual,Indie",3,3,0
16900,"Action,Indie,Simulation,Early Access",5749,5240,509
1435780,"Casual,Simulation,Strategy",25,21,4
1930,RPG,1158,840,318
1890280,"Action,Adventure,Indie",2,2,0
447020,Simulation,6375,5905,470
321390,"Action,Adventure,Casual,Indie,RPG,Simulation,Early Access",7,0,7
1734600,"Action,Adventure",0,0,0
498700,"Action,Adventure,Indie,RPG,Early Access",6,4,2
1193460,"Casual,Indie,Strategy",4,3,1
1140260,"Action,Adventure",1,1,0
502770,"Casual,Indie,Simulation",326,257,69
1122050,"Action,Casual,Indie,Early Access",372,324,48
748110,"Action,Adventure,Indie,Early Access",5,4,1
723050,"Action,Indie,Early Access",0,0,0
1067440,"Action,Casual,Racing",6,6,0
1256670,"Indie,RPG,Strategy",3093,2982,111
810760,"Free to Play,Indie,Simulation",0,0,0
473810,"Action,Adventure,Indie,Massively Multiplayer,Simulation",24,8,16
1604800,"Adventure,Casual,Indie,Simulation",27,27,0
31830,Adventure,218,193,25
555830,"Action,Casual,Indie,Massively Multiplayer",0,0,0
336930,"Action,Indie",14,7,7
1617900,"Action,Indie,RPG,Early Access",22,21,1
708580,"Action,Adventure,Casual,Simulation",198,146,52
964570,"Action,Adventure,Racing,Simulation,Sports",218,181,37
1213770,"Casual,Indie",20,20,0
1003150,"Action,Indie,Simulation",3,1,2
1106920,"Action,Adventure,Casual,Indie,RPG",24,22,2
1639420,"Action,Adventure,Casual,Indie,RPG,Simulation",0,0,0
1059260,"Casual,Indie",0,0,0
1853850,"Adventure,Casual,Indie",1,1,0
1165140,"Casual,Indie",19,11,8
1475170,"Action,Adventure,Casual,Indie",8,7,1
643610,Action,33,24,9
791950,"Adventure,Casual,Indie,Simulation",11,4,7
1501440,Strategy,2,1,1
1063580,"Adventure,Indie,Strategy",164,136,28
250660,"Action,Adventure,Indie",195,127,68
542400,"Action,Indie",102,78,24
1295750,"Adventure,Casual,Indie,RPG",0,0,0
955290,"Action,Adventure,Indie",0,0,0
1221280,"Action,Indie",2,2,0
919610,"Casual,Free to Play,Indie",0,0,0
1450800,"Adventure,Early Access",28,24,4
744800,"Casual,Free to Play,Indie",5,5,0
500750,"Indie,Racing,Simulation,Sports,Early Access",5,3,2
550080,Action,374,316,58
1274400,"Indie,Simulation,Strategy",3,1,2
1022530,"Casual,Indie",6,4,2
1030970,"Adventure,Indie,RPG",1,1,0
1381360,"Action,Adventure,Indie,Simulation",2,2,0
582370,"Action,Adventure,Indie",13,12,1
1478620,Adventure,4,4,0
1017180,"Action,Adventure,Casual,Indie,Simulation,Early Access",6959,6475,484
1253240,"Action,Casual,Indie,Early Access",1,1,0
424640,"Action,Adventure,Indie",12,10,2
909190,"Adventure,Free to Play,Indie",0,0,0
715060,"Action,Casual,Indie",5,2,3
1520280,"Action,Adventure,Casual,Indie,RPG,Simulation",3,3,0
570000,Casual,121,112,9
546700,"Action,Adventure,Indie",48,34,14
1871620,"Casual,Indie,Simulation",59,47,12
1709500,"Casual,Indie,Strategy",51,46,5
34279,Action,3,3,0
719890,"Adventure,Indie,Massively Multiplayer,Simulation,Early Access",2938,2041,897
744440,"Action,Adventure,Indie",1,1,0
1139100,"Action,Adventure,Casual,Indie,Simulation",2,2,0
844380,"Action,Casual,Indie",39,28,11
1105510,"Action,Adventure",1472,1387,85
1355500,Adventure,0,0,0
874260,"Adventure,Indie,RPG",3882,3767,115
1644810,"Action,Simulation,Strategy",2,0,2
1773390,"Action,Adventure,Indie",0,0,0
843010,"Action,Adventure,Indie",21,14,7
708680,"Action,Adventure,Casual,Free to Play,Indie,Early Access",0,0,0
1463730,"Action,Adventure,Simulation",0,0,0
1354460,"Action,Indie",3,2,1
477170,"Action,Casual,Indie,Simulation,Strategy",24,16,8
596270,"Adventure,Casual",4,2,2
686490,"Casual,Indie",8,1,7
427880,"Action,Adventure,Indie",611,374,237
732820,"Action,Adventure,Indie,RPG",1,1,0
48190,"Action,Adventure",5261,4535,726
549740,"Action,Indie,Simulation",19,18,1
841210,"Action,Adventure,Casual,Indie,RPG,Simulation",2,2,0
275200,"Action,Adventure,Indie",947,871,76
